Hungarian,Finnish,Greek,Russian,Sanskrit,German,Nahuatl,Spanish,Italian,French,Irish,Welsh,English,Chinese,Vietnamese,Japanese,Korean,Tibetan,Thai,Indonesian,Turkish,Swahili,Hindi,Iti,Ifi,French2,French3,Frnch,French4,Flinch
clean,puhdas,καθαρά,чисто,,sauber,,limpio,pulito,net,glan,glanhaom,clean,幹凈,sạch sẽ,きれい,깨끗합니다,,สะอาด,bersih,temiz,safi,साफ,,,,,,,
kosz,likainen,βρώμικο,грязно,,schmutzig,,sucio,sporco,sale,salach,trochi,dirty,骯臟,bẩn,汚い,더럽습니다,,สกปรก,kotor,kirli,chafu,गंदा,,,,,,,
friss,tuoretta,φρέσκο,свежее,,frisch,,fresco,fresco,frais,úr,ffalaf,fresh,新鮮,tươi,新鮮,신선합니다,,สด,segar,taze,safi,भैस,,,,,,,
rohadt,mätä,σάπιο,гнило,,faul,,podrido,marcio,pourri,lofa,pwdr,rotten,腐爛,bị thối,腐っている,썩었다,,เน่าเสีย,busuk,çürük,imeoza,सड़े,,,,,,,
ötletes,fiksu,έξυπνο,умно,,klug,,inteligente,intelligente,intelligent,cliste,glyfar,clever,聰明,thông minh,賢い,영리합니다,,ฉลาด,pintar,zeki,busara,चतुर,,,,,,,
hülye,tyhmää,ηλίθιο,глупо,,dumm,,estúpido,stupido,stupide,amaideach,dwp,stupid,愚蠢,ngu ngốc,愚かしい,그것은 바보입니다,,โง่,bodoh,aptal,mjinga,बेवकूफ,,,,,,,
drága,kallis,ακριβό,дорого,,teuer,,caro,costoso,coûteux,daor,drud,expensive,昂貴,đắt,高い,비쌉니다,,แพง,mahal,pahalı,ghali,महंगी,,,,,,,
olcsó,halpa,φθηνό,дешево,,billig,,barato,economico,bon marché,saor,rhad,cheap,便宜,rẻ,安い,싸다,,ถูก,murah,ucuz,nafuu,सस्ती,,,,,,,
szegények,huono,φτωχό,плохо,,arm,,pobre,scarso,pauvre,bocht,druanaf,poor,貧窮,nghèo,貧しい,가난합니다,,แย่,buruk,fakir,maskini,ग़रीब,,,,,,,
rich,rikas,πλούσιο,богато,,reich,,rico,ricco,riche,saibhir,fras,rich,富有,giàu có,豊か,그것은 부자입니다,,รวย,kaya,zengin,tajiri,समृद्ध,,,,,,,
elfoglalt,kiireinen,απασχολημένο,занято,,beschäftigt,,esta ocupado,occupato,occupé,gnóthach,prysur,busy,忙,bận rộn,忙しい,바쁘다,,ยุ่ง,sibuk,meşgul,busy,व्यस्त,,,,,,,
tétlen,tyhjäkäynnillä,αδρανής,холостое,,untätig,,inactivo,inattivo,inactif,díomhaoin,diog,idle,空閑,nhàn rỗi,暇,유휴 상태입니다,,ไม่ได้ใช้งาน,menganggur,boşta,wavivu,निष्क्रिय,,,,,,,
zsúfolt,täynnä,γεμάτο,многолюдно,,voll,,lleno,affollato,bondé,plódaithe,orlawn,crowded,擁擠,rất đông,混雑,혼잡합니다,,แออัด,ramai,kalabalık,imejaa,भीड़,,,,,,,
hangos,meluisa,θορυβώδες,шумно,,laut,,ruidosa,rumoroso,bruyant,callánach,swnllyd,noisy,吵鬧,ồn ào,騒がしい,시끄 럽습니다,,มีเสียงดัง,berisik,gürültülü,kelele,कोलाहलयुक्त,,,,,,,
csendes,on hiljaista,ησυχία,тихо,,ruhig,,esta tranquilo,calmo,calme,ciúin,thawelach,quiet,安靜,yên tĩnh,静か,조용합니다,,เงียบ,tenang,sessiz,kimya,शांत,,,,,,,
csendes,hiljaa,σιωπηλό,молчит,,schweigend,,silencioso,silenzioso,silencieux,ciúin,distawed,silent,寂靜,im lặng,静寂,침묵합니다,,เงียบ,sunyi,sessiz,kimya,मूक,,,,,,,
siket,kuuro,κωφός,глухое,,taub,,sordo,sordo,sourde,bodhar,byddar,deaf,聾,điếc,聾,귀머거리입니다,,คนหูหนวก,tuli,sağır,kiziwi,बहरा,,,,,,,
néma,tyhmä,χαζή,глупо,,dumm,,tonto,stupido,stupide,balbh,mudo,dumb,啞,ngu ngốc,唖,바보입니다,,ใบ้,bodoh,aptal,bubu,गूंगा,,,,,,,
vakok,sokea,τυφλό,слеп,,blind,,ciego,cieco,aveugle,dall,dall,blind,盲,bị mù,盲,맹인입니다,,คนตาบอด,buta,kör,kipofu,अँधा,,,,,,,
éhes,nälkäinen,πεινασμένο,голодно,,hungrig,,tiene hambre,affamato,avoir faim,bí ocras ar,llwglyd,hungry,饑餓,đói,飢えている,배가 고프다,,หิว,lapar,aç,njaa,भूखी,,,,,,,
szomjas,janoinen,διψασμένος,жаждат,,durstig,,sed,sete,soif,bí tart ar,syched,thirsty,口渴,khát,渇いている,목이마다,,กระหายน้ำ,haus,susamış,kiu,प्यासे,,,,,,,
fáradt,väsynyt,κουρασμένος,устало,,müde,,cansado,stanco,fatigué,tuirseach,brin,tired,疲勞,mệt mỏi,疲れている,피곤합니다,,เหนื่อย,lelah,yorgun,imechoka,थकान,,,,,,,
lusta,laiska,τεμπέλης,лениво,,faul,,perezoso,pigro,paresseux,leisciúil,diog,lazy,懶惰,lười biếng,怠けている,게으르다,,ขี้เกียจ,malas,tembel,wavivu,आलसी,,,,,,,
szorgalmas,ahkera,επιμελής,усердно,,fleißig,,diligente,diligente,diligent,díograiseach,ddiwyd,diligent,勤勞,siêng năng,勤勉,부지런합니다,,ขยัน,rajin,gayretli,bidii,परिश्रमी,,,,,,,
képes,kykenevä,ικανός,способный,,fähig,,capaz,capace,pouvoir,ábalta,fethu,able,有能力,có thể,出来ている,할 수 있는,,สามารถ,mampu,yapabilmek,uwezo,समर्थ,,,,,,,
szükséges,välttämätön,απαραίτητη,необходимо,,notwendig,,necesario,necessario,nécessaire,riachtanach,angenrheidiol,necessary,必要,cần thiết,必要,필요한,,จำเป็น,diperlukan,gerekli,lazima,जरुरी,,,,,,,
kötelezően,pakollinen,υποχρεωτικός,принудительный,,verpflichtend,,obligatorio,obbligatorio,obligatoire,éigeantach,orfodol,compulsory,強製,bắt buộc,義務,의무적 인,,ภาคบังคับ,wajib,zorunlu,lazima,अनिवार्य,,,,,,,
önkéntesen,vapaaehtoinen,εθελοντικώς,добровольный,,freiwillig,,voluntario,volontario,volontaire,deonach,wirfoddol,voluntary,自願,tình nguyện,自発的,자발적인,,โดยสมัครใจ,sukarela,gönüllü,hiari,voluntary,,,,,,,
elégedett,tyytyväinen,ικανοποιημένοι,довольный,,zufrieden,,satisfecho,soddisfatto,satisfait,sásta,fodlon,satisfied,滿意,thỏa mãn,満足している,만족하는,,พอใจ,puas,memnun,kuridhika,संतुष्ट,,,,,,,
aszkéta,askeettinen,ασκητής,аскет,,asket,,ascético,ascetico,ascétique,diantréanach,asgetig,ascetic,禁欲,khổ hạnh,禁欲,고행자,,นักพรต,pertapa,münzevi,ascetic,तपस्वी,,,,,,,
elnéző,hemmotteleva,επιεικής,снисходительный,,nachsichtig,,indulgente,indulgente,indulgent,bog,nigwyddus,indulgent,放縱,nuông chiều,贅沢,제멋대로 하게 하는,,ตามใจ,sabar,anlayışlı,kujiingiza,कृपालु,,,,,,,
magány,yksinäinen,μοναχικός,одинокий,,einsam,,solitario,solitario,solitaire,uaigneach,unig,lonely,孤獨,cô đơn,寂しい,외로운,,เหงา,kesepian,yalnız,upweke,निर्जन,,,,,,,
hiányzó,poissa,απών,отсутствует,,abwesend,,ausente,assente,absent,as láthair,absenolet,absent,不在場,vắng mặt,不在,결석하다,,ไม่มา,absen,mevcut olmayan,kutokuwepo,अनुपस्थित,,,,,,,
jelen,läsnä,παρών,присутствует,,anwesend,,presente,presente,présent,i láthair,gyflwyno,present,在場,có mặt,立ち会っている,존재하다,,อยู่,hadir,mevcut,kuwepo,उपस्थित,,,,,,,
népszerűek,suosittu,δημοφιλής,популярный,,beliebt,,popular,popolare,populaire,móréilimh,boblogaidd,popular,受歡迎,phổ biến,人気,인기 있는,,เป็นที่นิยม,populer,popüler,maarufu,लोकप्रिय,,,,,,,
felelős,vastuullinen,υπεύθυνος,ответственный,,verantwortlich,,responsable,responsabile,responsable,freagrach,gyfrifol,responsible,負責任,chịu trách nhiệm,責任をとっている,책임이 있는,,รับผิดชอบ,bertanggung jawab,sorumluluk sahibi,kuwajibika,जिम्मेदार,,,,,,,
súlyos,vakava,σοβαρός,серьезный,,ernst,,grave,grave,sérieuse,dáiríre,ddifrifol,serious,嚴肅,nghiêm túc,真面目,심각한,,จริงจัง,serius,cidden,kubwa,गंभीर,,,,,,,
formális,muodollinen,επίσημος,формальный,,formell,,formal,formale,officiel,foirmiúil,ffurfiol,formal,正式,chính thức,正式,공식적인,,เป็นทางการ,resmi,resmi,rasmi,औपचारिक,,,,,,,
hétköznapi,rento,ανέμελος,повседневная,,beiläufig,,casual,casuale,décontractée,neamhfhoirmeálta,achlysurol,casual,隨意,bình thường,カジュアル,평상복,,ไม่เป็นทางการ,kasual,gündelik,kawaida,कैज़ुअल,,,,,,,
takarékos,säästäväinen,λιτός,экономный,,sparsam,,ahorrativo,parsimonioso,économe,tíosach,mwrw,thrifty,節儉,tiết kiệm,節倹,무성한,,ประหยัด,hemat,tutumlu,wawekevu,मितव्ययी,,,,,,,
épeszű,täysijärkinen,υγιής,здравомыслящий,,vernünftig,,cuerdo,sano,sain,céillí,nghyncan,sane,健全,lành mạnh,健全,제정신,,มีสติ,waras,aklı başında,mwenye akili timamu,गुरूजी,,,,,,,
ésszerű,rationaalinen,λογικός,рациональный,,rational,,racional,razionale,rationnel,réasúnach,rhesymol,rational,理智,hợp lý,理性,합리적인,,มีเหตุผล,rasional,akılcı,mantiki,तर्कसंगत,,,,,,,
szédülés,huimausta,ζαλισμένος,испытывающий головокружение,,schwindlig,,mareado,dare le vertigini,étourdi,meadhránach,penysgafn,dizzy,暈眩,chóng mặt,ふらついている,어지러운,,วิงเวียน,pusing,başı dönmek,kizunguzungu,चक्कर,,,,,,,
őrült,hullu,τρελός,сумасшедший,,verrückt,,loco,pazzo,fou,ar mire,nghraig,crazy,瘋狂,phát điên,狂騒,미친,,คลั่งไคล้,gila,çılgın,wazimu,क्रेजी,,,,,,,
józan,raitis,νηφάλιος,трезвый,,nüchtern,,sobrio,sobrio,sobre,ar a chiall,sobro,sober,清醒,tỉnh táo,正気,냉철한,,มีสติ,tidak mabuk,ayık,sober,शांत,,,,,,,
részeg,humalassa,μεθυσμένος,пьяный,,betrunken,,borracho,ubriaco,ivre,ar meisce,meddwol,drunk,醉,say rượu,酔っている,술 취한,,เมา,mabuk,sarhoş,mlevi,नशे,,,,,,,
álmos,unelias,νυσταγμένος,сонный,,schläfrig,,somnoliento,assonnato,somnolent,codlatach,gysglyd,sleepy,困,ngáy ngủ,眠い,졸린,,ง่วงนอน,mengantuk,uykulu,kulala,उनींदा,,,,,,,
kész,valmis,έτοιμος,готовы,,bereit,,listo,pronto,prêt,réidh,parod,ready,準備好,sẵn sàng,準備出来ている,준비가 된,,พร้อม,siap,hazır,tayari,तैयार,,,,,,,
valószínűsíthető,todennäköinen,πιθανός,вероятный,,wahrscheinlich,,probable,probabile,probable,dócha,debygol,probable,可能,có thể xảy ra,有り得る,유망한 후보자,,น่าจะเป็น,mungkin,olası,inawezekana,संभावित,,,,,,,
privát,yksityinen,ιδιωτικός,частный,,privat,,privado,privato,privé,príobháideach,preifat,private,私人,riêng,個人的,사적인,,ส่วนตัว,pribadi,özel,privat,निजी,,,,,,,
publikus,julkinen,δημόσιο,публичный,,öffentlich,,público,pubblico,publique,poiblí,berthnasau,public,公共,công cộng,公共,공공의,,สาธารณะ,publik,halka açık,umma,पब्लिक,,,,,,,
külföldiek,ulkomainen,ξένο,иностранный,,ausländisch,,extranjero,straniera,étranger,iasachta,tramor,foreign,外國,ngoại quốc,海外,외국의,,ต่างชาติ,asing,dış,kigeni,विदेशी,,,,,,,
helyi,paikallinen,τοπικός,местный,,lokal,,local,locale,local,áitiúil,lleol,local,當地,địa phương,地元,현지의,,ท้องถิ่น,lokal,yerel,ya kawaida,लोकल,,,,,,,
tökéletes,täydellinen,τέλειος,идеально,,perfekt,,perfecto,perfetto,parfait,foirfe,perffeithied,perfect,完美,hoàn hảo,完璧,완벽한,,สมบูรณ์แบบ,sempurna,mükemmel,kamili,पूर्ण,,,,,,,
fényes,kirkas,φωτεινό,ярко,,hell,,brillante,luminoso,brillant,geal,disglair,bright,明亮,sáng,明るい,밝습니다,,สดใส,cerah,parlak,mkali,उज्जवल,,,,,,,
sötét,on pimeää,σκοτεινό,темно,,dunkel,,oscuro,scuro,sombre,dorcha,dywyllaf,dark,黑暗,trời tối,暗い,어둡다,,มืด,gelap,karanlık,giza,अंधेरा,,,,,,,
black,musta,μαύρο,оно черное,,schwarz,,negro,nero,noir,dubh,duon,black,黑色,màu đen,黒い,검은 색이야,,สีดำ,warnanhitam,siyah,nyeusi,ब्लैक,,,,,,,
fehér,valkoinen,λευκό,он белый,,weiss,,blanco,bianco,blanc,bán,gwyn,white,白色,màu trắng,白い,흰색입니다,,ขาว,putih,beyaz,nyeupe,श्वेत,,,,,,,
vörös,punainen,κόκκινο,оно красное,,rot,,rojo,rosso,rouge,dearg,coch,red,紅色,màu đỏ,赤い,그것은 빨간색이다,,คือสีแดง,merah,kırmızı,nyekundu,रेड,,,,,,,
narancs,oranssi,πορτοκαλί,оранжевый,,orange,,naranja,arancione,orange,oráiste,oren,orange,橙色,màu cam,オレンジ,오렌지입니다,,ส้ม,oranye,turuncu,machungwa,नारंगी,,,,,,,
sárga,keltainen,κίτρινο,желтое,,gelb,,amarillo,giallo,jaune,buí,melyn,yellow,黃色,màu vàng,黄色い,노란색입니다,,เหลือง,warnankuning,sarı,manjano,पीला,,,,,,,
zöld,vihreä,πράσινο,зеленое,,grün,,verde,verde,vert,glas,wyrddach,green,綠色,màu xanh lá cây,緑,초록색이야,,เขียว,hijau,yeşil,kijani,ग्रीन,,,,,,,
blue,sininen,μπλε,оно голубое,,blau,,azul,blu,bleu,gorm,glas,blue,藍色,màu xanh,青い,이건 파란색이다,,ฟ้า,biru,mavidir,bluu,ब्लू,,,,,,,
bíbor,violetti,μοβ,фиолетовое,,lila,,púrpura,viola,violet,corcra,borffor,purple,紫色,màu tím,紫,자주색입니다,,ม่วง,ungu,mor,zambarau,जामुनी,,,,,,,
rózsaszínű,vaaleanpunainen,ροζ,розовый,,pink,,rosa,rosa,rose,bándearg,bincia,pink,粉色,màu hồng,ピンク,분홍색입니다,,ชมพู,merah muda,pembe,pink,गुलाबी,,,,,,,
barna,ruskea,αυτό καφέ,коричневый,,braun,,marrón,marrone,marron,donn,frown,brown,棕色,no co mau nâu,茶色い,그것은 갈색이다,,น้ำตาล,cokelat,kahverengi,kahawia,भूरा,,,,,,,
szürke,harmaa,γκρι,серый,,grau,,gris,grigio,gris,liath,lwyd,gray,灰色,màu xám,灰色,회색입니다,,เทา,abu-abu,gri,kijivu,धूसर,,,,,,,
arany,kultaista,χρυσό,золотистого,,golden,,dorado,dorato,doré,órga,euraidd,golden,金色,vàng,金色,황금입니다,,ทอง,emas,altın,dhahabu,सुनहरी,,,,,,,
ezüst,hopeaa,ασημένιο,серебро,,silber,,plata,argento,argent,airgeadgheal,harian,silver,銀色,bạc,銀,은입니다,,เงิน,perak,gümüş,fedha,चांदी,,,,,,,
szín,väriä,χρώμα,цвет,,farbe,,color,colore,couleur,dath,lliwiff,color,顏色,màu,色,색상입니다,,สี,warna,renk,rangi,रंग,,,,,,,
én,minä,εγώ,я,,ich,,yo,io,je,mé,i.,I,我,tôi,私,나,,ฉัน,saya,ben,i,मैं,,,,,,,
te,sinä,εσύ,ты,,sie,,usted,voi,tu,tú,chi,you,你,bạn,彼方,너,,คุณ,anda,sen,wewe,तुम,,,,,,,
ő,hän,αυτός,он,,er,,él,lui,il,sé,ef,he,他,anh ta,彼,그,,เขา,dia,o,yeye,वह,,,,,,,
ő,hän,αυτή,она,,sie,,ella,lei,elle,sí,hi,she,她,cô ấy,彼女,그녀,,เธอ,dia,o,yeye,वो,,,,,,,
azt,se,το,это,,es,,eso,esso,il,sé,fe,it,它,nó,其れ,그것,,มัน,dia,bt,it,यह,,,,,,,
mi,me,εμείς,мы,,wir,,nosotros,noi,nous,muid,ni,we,我們,chúng tôi,私達,우리,,เรา,kami,biz,sisi,हम,,,,,,,
te,sinä,εσύ,ты,,sie,,usted,voi,vous,sibh,chi,you,你們,bạn,彼方達,너,,คุณ,anda,sen,wewe,तुम,,,,,,,
ők,ne,αυτοί,они,,sie,,ellos,essi,ils,siad,nhw,they,他們,họ,彼達,그들,,พวกเขา,mereka,onlar,wao,वे,,,,,,,
ez,tämä,αυτό,это,,dieser,,esto,questo,ceci,seo,hyn,this,這個,cái này,此れ,이것,,นี้,ini,bu,hii,इस,,,,,,,
ez,että,ότι,который,,das,,eso,quello,cela,sin,hynny,that,那個,cái đó,其れ,저것,,นั่น,itu,o,hiyo,कि,,,,,,,
itt,tässä,εδώ,здесь,,hier,,aquí,qui,ici,anseo,yma,here,這裏,nơi đây,此処,여기,,ที่นี่,di sini,burada,hapa,यहाँ,,,,,,,
ott,siellä,εκεί,там,,dort,,allá,là,là,ansin,yno,there,那裏,ở đó,其処,거기,,ที่นั่น,di sana,orada,huko,वहीँ,,,,,,,
aki,who,που,кто,,wer,,quién,chi,qui,cé,sefydliad iechyd y byd,who,誰,ai,誰,누구,,ใคร,siapa,kim,who,जो,,,,,,,
mit,mitä,τι,какие,,was,,qué,che cosa,quel,cad,beth,what,什麽,gì,何,뭐라고요,,อะไร,apa,ne,nini,कया,,,,,,,
ahol,missä,όπου,куда,,wo,,donde,dove,où,cá,ble,where,哪裏,ở đâu,何処,어디,,ที่ไหน,di mana,nerede,wapi,जहाँ,,,,,,,
amikor,kun,όταν,когда,,wann,,cuándo,quando,quand,cathain,pryd,when,什麽時候,khi nào,何時,언제,,เมื่อไร,kapan,ne zaman,lini,जब,,,,,,,
hogyan,miten,πως,как,,wie,,cómo,come,comment,conas,sut,how,如何,làm sao,どうやって,어떻게,,อย่างไร,bagaimana,nasıl,vipi,कैसा,,,,,,,
miért,miksi,γιατί,зачем,,warum,,por qué,perché,pourquoi,cén fáth,pam,why,為什麽,tại sao,どうして,왜,,ทำไม,mengapa,niye,kwanini,क्यों,,,,,,,
amely,mikä,οι οποίες,который,,welcher,,cual,quale,lequel,cad é,pa,which,哪一個,cái mà,どれ,어느,,ที่,yang,hangisi,ambayo,जिससे,,,,,,,
